NACA 2412                                       
 Alfa =  13.90667 Re =  1617500.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.00035
   0.99381  0.00254 -0.00132
   0.98304  0.00473 -0.00418
   0.97049  0.00724 -0.00743
   0.95646  0.01001 -0.01092
   0.94138  0.01291 -0.01441
   0.92569  0.01588 -0.01754
   0.90967  0.01884 -0.02071
   0.89346  0.02176 -0.01876
   0.87717  0.02463 -0.02091
   0.86082  0.02745 -0.03135
   0.84444  0.03020 -0.04558
   0.82804  0.03289 -0.06343
   0.81162  0.03552 -0.08468
   0.79519  0.03809 -0.10893
   0.77875  0.04059 -0.13591
   0.76230  0.04302 -0.16512
   0.74585  0.04539 -0.19621
   0.72938  0.04769 -0.22885
   0.71292  0.04993 -0.26262
   0.69645  0.05210 -0.29734
   0.67998  0.05420 -0.33258
   0.66350  0.05624 -0.36861
   0.64703  0.05820 -0.40479
   0.63056  0.06009 -0.44158
   0.61410  0.06191 -0.47866
   0.59764  0.06366 -0.51616
   0.58118  0.06533 -0.55401
   0.56474  0.06692 -0.59254
   0.54830  0.06843 -0.63156
   0.53188  0.06985 -0.67141
   0.51547  0.07120 -0.71190
   0.49907  0.07245 -0.75367
   0.48270  0.07362 -0.79617
   0.46635  0.07469 -0.84041
   0.45002  0.07567 -0.88582
   0.43373  0.07654 -0.93321
   0.41749  0.07732 -0.98305
   0.40134  0.07798 -1.03617
   0.38529  0.07852 -1.09176
   0.36934  0.07891 -1.14630
   0.35345  0.07914 -1.20151
   0.33762  0.07922 -1.25746
   0.32184  0.07915 -1.31504
   0.30612  0.07891 -1.37383
   0.29046  0.07850 -1.43471
   0.27487  0.07791 -1.49799
   0.25935  0.07715 -1.56338
   0.24392  0.07620 -1.63234
   0.22859  0.07506 -1.70443
   0.21338  0.07373 -1.78057
   0.19829  0.07219 -1.86172
   0.18335  0.07044 -1.94833
   0.16859  0.06848 -2.04201
   0.15405  0.06629 -2.14306
   0.13978  0.06389 -2.25409
   0.12584  0.06127 -2.37631
   0.11233  0.05844 -2.51151
   0.09937  0.05542 -2.66234
   0.08711  0.05226 -2.83007
   0.07571  0.04901 -3.01592
   0.06532  0.04573 -3.22125
   0.05602  0.04251 -3.44327
   0.04785  0.03938 -3.68269
   0.04073  0.03640 -3.93654
   0.03458  0.03357 -4.20106
   0.02925  0.03090 -4.47305
   0.02465  0.02837 -4.74414
   0.02064  0.02596 -5.01345
   0.01715  0.02365 -5.40223
   0.01410  0.02143 -6.65481
   0.01144  0.01929 -6.82831
   0.00910  0.01719 -6.96046
   0.00708  0.01514 -7.15125
   0.00532  0.01312 -7.42505
   0.00383  0.01112 -7.76750
   0.00259  0.00913 -8.07234
   0.00160  0.00716 -8.25705
   0.00085  0.00521 -8.26352
   0.00034  0.00329 -8.04717
   0.00006  0.00140 -7.59898
   0.00001 -0.00042 -6.97733
   0.00017 -0.00227 -6.18419
   0.00057 -0.00415 -5.21978
   0.00123 -0.00604 -4.16448
   0.00216 -0.00791 -3.11253
   0.00337 -0.00974 -2.16741
   0.00484 -0.01154 -1.36158
   0.00657 -0.01328 -0.72126
   0.00858 -0.01499 -0.22025
   0.01087 -0.01666  0.15620
   0.01347 -0.01829  0.43638
   0.01640 -0.01991  0.64118
   0.01971 -0.02152  0.78622
   0.02346 -0.02312  0.88617
   0.02772 -0.02473  0.95035
   0.03259 -0.02635  0.98705
   0.03819 -0.02799  1.00159
   0.04464 -0.02964  0.99873
   0.05210 -0.03130  0.98214
   0.06070 -0.03295  0.95495
   0.07053 -0.03455  0.92008
   0.08159 -0.03607  0.88080
   0.09381 -0.03747  0.83910
   0.10702 -0.03870  0.79789
   0.12102 -0.03975  0.75820
   0.13563 -0.04061  0.72101
   0.15070 -0.04129  0.68666
   0.16612 -0.04180  0.65518
   0.18181 -0.04215  0.62641
   0.19771 -0.04236  0.60034
   0.21379 -0.04244  0.57642
   0.23002 -0.04240  0.55439
   0.24636 -0.04227  0.53428
   0.26282 -0.04204  0.51566
   0.27936 -0.04174  0.49849
   0.29599 -0.04137  0.48230
   0.31270 -0.04093  0.46728
   0.32946 -0.04045  0.45285
   0.34629 -0.03992  0.43934
   0.36315 -0.03936  0.42622
   0.38005 -0.03876  0.41323
   0.39694 -0.03814  0.40001
   0.41378 -0.03750  0.38667
   0.43058 -0.03681  0.37486
   0.44740 -0.03606  0.36393
   0.46423 -0.03528  0.35392
   0.48108 -0.03446  0.34401
   0.49795 -0.03360  0.33499
   0.51485 -0.03271  0.32617
   0.53177 -0.03179  0.31756
   0.54871 -0.03085  0.30964
   0.56567 -0.02988  0.30134
   0.58264 -0.02889  0.29374
   0.59963 -0.02788  0.28587
   0.61664 -0.02685  0.27849
   0.63366 -0.02581  0.27085
   0.65068 -0.02475  0.26380
   0.66772 -0.02369  0.25615
   0.68477 -0.02261  0.24872
   0.70182 -0.02152  0.24147
   0.71888 -0.02043  0.23387
   0.73594 -0.01932  0.22655
   0.75301 -0.01821  0.21864
   0.77008 -0.01709  0.21112
   0.78715 -0.01597  0.20303
   0.80422 -0.01484  0.19460
   0.82128 -0.01370  0.18653
   0.83834 -0.01256  0.17774
   0.85538 -0.01141  0.16841
   0.87240 -0.01026  0.15921
   0.88939 -0.00910  0.14848
   0.90628 -0.00793  0.13833
   0.92300 -0.00677  0.12642
   0.93937 -0.00562  0.11361
   0.95508 -0.00451  0.09988
   0.96967 -0.00347  0.08449
   0.98263 -0.00253  0.06655
   0.99369 -0.00172  0.05060
   1.00000 -0.00126  0.00035
